CCE ID,Description
CCE-80410-4,Ensure auditd Collects Information on the Use of Privileged Commands - crontab
CCE-80395-7,Ensure auditd Collects Information on the Use of Privileged Commands - passwd
CCE-80408-8,Ensure auditd Collects Information on the Use of Privileged Commands - ssh-keysign
CCE-80406-2,Ensure auditd Collects Information on the Use of Privileged Commands - postdrop
CCE-82200-7,Ensure auditd Collects Information on the Use of Privileged Commands - newgidmap
CCE-80399-9,Ensure auditd Collects Information on the Use of Privileged Commands - userhelper
CCE-81060-6,Ensure auditd Collects Information on the Use of Privileged Commands - at
CCE-81064-8,Ensure auditd Collects Information on the Use of Privileged Commands - mount
CCE-81070-5,Ensure auditd Collects Information on the Use of Privileged Commands - newuidmap
CCE-80407-0,Ensure auditd Collects Information on the Use of Privileged Commands - postqueue
CCE-80403-9,Ensure auditd Collects Information on the Use of Privileged Commands - newgrp
CCE-80413-8,Ensure auditd Collects File Deletion Events by User - renameat
CCE-27206-2,Ensure auditd Collects File Deletion Events by User
CCE-80996-2,Ensure auditd Collects File Deletion Events by User - unlink
CCE-80412-0,Ensure auditd Collects File Deletion Events by User - rmdir
CCE-80995-4,Ensure auditd Collects File Deletion Events by User - rename
CCE-80662-0,Ensure auditd Collects File Deletion Events by User - unlinkat
CCE-80393-2,Record Any Attempts to Run chcon
CCE-82362-5,Record Any Attempts to Run seunshare
CCE-80394-0,Record Any Attempts to Run restorecon
CCE-80391-6,Record Any Attempts to Run semanage
CCE-80660-4,Record Any Attempts to Run setfiles
CCE-80392-4,Record Any Attempts to Run setsebool
CCE-81127-3,Record Successful Creation Attempts to Files - openat O_CREAT
CCE-80390-8,Record Unsuccessful Access Attempts to Files - ftruncate
CCE-81134-9,Record Successful Creation Attempts to Files - open O_CREAT
CCE-80388-2,Record Unsuccessful Access Attempts to Files - open_by_handle_at
CCE-81098-6,Record Unsuccessul Permission Changes to Files - removexattr
CCE-81102-6,Record Unsuccessul Permission Changes to Files - fremovexattr
CCE-81094-5,Record Unsuccessul Permission Changes to Files - lsetxattr
CCE-82094-4,Record Successful Delete Attempts to Files - renameat
CCE-82091-0,Record Successful Delete Attempts to Files - rename
CCE-82004-3,Record Successful Access Attempts to Files - ftruncate
CCE-82012-6,Record Successful Access Attempts to Files - open_by_handle_at
CCE-81140-6,Record Successful Creation Attempts to Files - open_by_handle_at O_TRUNC_WRITE
CCE-82112-4,Record Successful Permission Changes to Files - fsetxattr
CCE-81084-6,Record Unsuccessul Ownership Changes to Files - fchownat
CCE-82115-7,Record Successful Permission Changes to Files - removexattr
CCE-81100-0,Record Unsuccessul Permission Changes to Files - lremovexattr
CCE-81106-7,Record Unsuccessul Delete Attempts to Files - unlink
CCE-82085-2,Record Successful Delete Attempts to Files - unlink
CCE-81119-0,Record Unsuccessful Creation Attempts to Files - open O_CREAT
CCE-82082-9,Record Unsuccessul Delete Attempts to Files - renameat
CCE-81088-7,Record Unsuccessul Permission Changes to Files - fchmod
CCE-81080-4,Record Unsuccessul Ownership Changes to Files - fchown
CCE-82106-6,Record Successful Permission Changes to Files - setxattr
CCE-81104-2,Record Unsuccessul Delete Attempts to Files - unlinkat
CCE-82100-9,Record Successful Permission Changes to Files - fchmod
CCE-81092-9,Record Unsuccessul Permission Changes to Files - setxattr
CCE-82097-7,Record Successful Permission Changes to Files - chmod
CCE-82121-5,Record Successful Permission Changes to Files - fremovexattr
CCE-81123-2,Record Unsuccessful Modification Attempts to Files - openat O_TRUNC_WRITE
CCE-80386-6,Record Unsuccessful Access Attempts to Files - open
CCE-82118-1,Record Successful Permission Changes to Files - lremovexattr
CCE-81117-4,Record Unsuccessful Creation Attempts to Files - open_by_handle_at O_CREAT
CCE-81146-3,Record Successful Access Attempts to Files - open
CCE-80387-4,Record Unsuccessful Access Attempts to Files - openat
CCE-81086-1,Record Unsuccessul Permission Changes to Files - chmod
CCE-81125-7,Record Unsuccessful Modification Attempts to Files - open_by_handle_at O_TRUNC_WRITE
CCE-82088-6,Record Successful Delete Attempts to Files - unlinkat
CCE-81115-8,Record Unsuccessful Creation Attempts to Files - openat O_CREAT
CCE-82133-0,Record Successful Ownership Changes to Files - fchownat
CCE-81078-8,Record Unsuccessul Ownership Changes to Files - lchown
CCE-80385-8,Record Unsuccessful Access Attempts to Files - creat
CCE-81090-3,Record Unsuccessul Permission Changes to Files - fchmodat
CCE-82124-9,Record Successful Ownership Changes to Files - lchown
CCE-80389-0,Record Unsuccessful Access Attempts to Files - truncate
CCE-82103-3,Record Successful Permission Changes to Files - fchmodat
CCE-81137-2,Record Successful Creation Attempts to Files - openat O_TRUNC_WRITE
CCE-81096-0,Record Unsuccessul Permission Changes to Files - fsetxattr
CCE-82109-0,Record Successful Permission Changes to Files - lsetxattr
CCE-82130-6,Record Successful Ownership Changes to Files - chown
CCE-27347-4,Ensure auditd Collects Unauthorized Access Attempts to Files (unsuccessful)
CCE-81149-7,Record Successful Access Attempts to Files - creat
CCE-82009-2,Record Successful Access Attempts to Files - openat
CCE-81143-0,Record Successful Creation Attempts to Files - open O_TRUNC_WRITE
CCE-82127-2,Record Successful Ownership Changes to Files - fchown
CCE-82001-9,Record Successful Access Attempts to Files - truncate
CCE-81108-3,Record Unsuccessul Delete Attempts to Files - rename
CCE-81131-5,Record Successful Creation Attempts to Files - open_by_handle_at O_CREAT
CCE-81082-0,Record Unsuccessul Ownership Changes to Files - chown
CCE-81121-6,Record Unsuccessful Modification Attempts to Files - open O_TRUNC_WRITE
CCE-80414-6,Ensure auditd Collects Information on Kernel Module Loading - init_module
CCE-27129-6,Ensure auditd Collects Information on Kernel Module Loading and Unloading
CCE-80415-3,Ensure auditd Collects Information on Kernel Module Unloading - delete_module
CCE-80547-3,Ensure auditd Collects Information on Kernel Module Loading and Unloading - finit_module
CCE-27219-5,Record Attempts to Alter Time Through clock_settime
CCE-27216-1,Record attempts to alter time through settimeofday
CCE-27310-2,Record Attempts to Alter the localtime File
CCE-27290-6,Record attempts to alter time through adjtimex
CCE-27299-7,Record Attempts to Alter Time Through stime
CCE-27204-7,Record Attempts to Alter Logon and Logout Events
CCE-80384-1,Record Attempts to Alter Logon and Logout Events - lastlog
CCE-80994-7,Record Attempts to Alter Logon and Logout Events - tallylog
CCE-80383-3,Record Attempts to Alter Logon and Logout Events - faillock
CCE-80646-3,Configure auditd Disk Error Action on Disk Error
CCE-27319-3,Configure auditd Max Log File Size
CCE-27348-2,Configure auditd Number of Logs Retained
CCE-80539-0,Configure audispd's Plugin disk_full_action When Disk Is Full
CCE-27370-6,Configure auditd admin_space_left Action on Low Disk Space
CCE-80540-8,Encrypt Audit Records Sent With audispd Plugin
CCE-27331-8,Configure auditd flush priority
CCE-80537-4,Configure auditd space_left on Low Disk Space
CCE-82358-3,Set number of records to cause an explicit flush to audit logs
CCE-82357-5,Resolve information before writing to audit logs
CCE-80538-2,Configure audispd's Plugin network_failure_action On Network Failure
CCE-27341-7,Configure auditd to use audispd's syslog plugin
CCE-27394-6,Configure auditd mail_acct Action on Low Disk Space
CCE-27231-0,Configure auditd max_log_file_action Upon Reaching Maximum Log Size
CCE-82356-7,Write Audit Logs to the Disk
CCE-27375-5,Configure auditd space_left Action on Low Disk Space
CCE-80541-6,Configure audispd Plugin To Send Logs To Remote Server
CCE-82355-9,Include Local Events in Audit Logs
CCE-82359-1,Set hostname as computer node name in audit logs
CCE-82213-0,Install sudo Package
CCE-82349-2,Only the VDSM User Can Use sudo NOPASSWD
CCE-82278-3,Ensure Users Re-Authenticate for Privilege Escalation - sudo
CCE-80351-0,Ensure Users Re-Authenticate for Privilege Escalation - sudo NOPASSWD
CCE-80350-2,Ensure Users Re-Authenticate for Privilege Escalation - sudo !authenticate
CCE-26989-4,Ensure gpgcheck Enabled In Main yum Configuration
CCE-80346-0,Ensure yum Removes Previous Package Versions
CCE-80347-8,Ensure gpgcheck Enabled for Local Packages
CCE-26876-3,Ensure gpgcheck Enabled for All yum Package Repositories
CCE-26957-1,Ensure Red Hat GPG Key Installed
CCE-80348-6,Ensure gpgcheck Enabled for Repository Metadata
CCE-26895-3,Ensure Software Patches Installed
CCE-27128-8,Encrypt Partitions
CCE-80144-9,Ensure /home Located On Separate Partition
CCE-82053-0,Ensure /tmp Located On Separate Partition
CCE-82353-4,Ensure /var/tmp Located On Separate Partition
CCE-82014-2,Ensure /var Located On Separate Partition
CCE-82034-0,Ensure /var/log Located On Separate Partition
CCE-82035-7,Ensure /var/log/audit Located On Separate Partition
CCE-27078-5,Disable Prelinking
CCE-27096-7,Install AIDE
CCE-27220-3,Build and Test AIDE Database
CCE-80374-2,Configure Notification of Post-AIDE Scan Details
CCE-80375-9,Configure AIDE to Verify Access Control Lists (ACLs)
CCE-80377-5,Configure AIDE to Use FIPS 140-2 for Validating Hashes
CCE-26952-2,Configure Periodic Execution of AIDE
CCE-80376-7,Configure AIDE to Verify Extended Attributes
CCE-80545-7,Verify and Correct Ownership with RPM
CCE-27209-6,Verify and Correct File Permissions with RPM
CCE-27157-7,Verify File Hashes with RPM
CCE-80358-5,Install the dracut-fips Package
CCE-80359-3,Enable FIPS Mode in GRUB2
CCE-80657-0,The Installed Operating System Is FIPS 140-2 Certified
CCE-26818-5,Install Intrusion Detection Software
CCE-27140-3,Install Virus Scanning Software
CCE-80128-2,Enable nails Service
CCE-80129-0,Virus Scanning Software Definitions Are Updated
CCE-80127-4,Install McAfee Virus Scanning Software
CCE-80367-6,Install the McAfee Runtime Libraries and Linux Agent
CCE-80126-6,Install the Asset Configuration Compliance Module (ACCM)
CCE-80368-4,Install the Host Intrusion Prevention System (HIPS) Module
CCE-80369-2,Install the Policy Auditor (PA) Module
CCE-82882-2,Install rear Package
CCE-82980-4,Install libcap-ng-utils Package
CCE-82966-3,Install tar Package
CCE-82219-7,Install openscap-scanner Package
CCE-82996-0,Install cryptsetup-luks Package
CCE-82957-2,Install vim Package
CCE-82951-5,Install scap-security-guide Package
CCE-82638-8,Install subscription-manager Package
CCE-82990-3,Install binutils Package
CCE-82969-7,Install rng-tools Package
CCE-82940-8,Uninstall geolite2-city Package
CCE-82927-5,Uninstall abrt-addon-kerneloops Package
CCE-82911-9,Uninstall abrt-plugin-sosreport Package
CCE-82908-5,Uninstall abrt-cli Package
CCE-82920-0,Uninstall abrt-addon-ccpp Package
CCE-82917-6,Uninstall abrt-plugin-rhtsupport Package
CCE-82937-4,Uninstall geolite2-country Package
CCE-82930-9,Uninstall krb5-workstation Package
CCE-82905-1,Uninstall tuned Package
CCE-82944-0,Uninstall gssproxy Package
CCE-82924-2,Uninstall abrt-addon-python Package
CCE-82947-3,Uninstall iprutils Package
CCE-82914-3,Uninstall abrt-plugin-logger Package
CCE-82348-4,Remove the GDM Package Group
CCE-81004-4,Make sure that the dconf databases are up-to-date with regards to respective keyfiles
CCE-27446-4,Configure GNOME3 DConf User Profile
CCE-80108-4,Enable the GNOME3 Login Smartcard Authentication
CCE-80109-2,Set the GNOME3 Login Number of Failures
CCE-80107-6,Disable the GNOME3 Login Restart and Shutdown Buttons
CCE-80105-0,Disable GDM Guest Login
CCE-80106-8,Disable the GNOME3 Login User List
CCE-80104-3,Disable GDM Automatic Login
CCE-80120-9,Require Credential Prompting for Remote Access in GNOME3
CCE-80121-7,Require Encryption for Remote Access in GNOME3
CCE-80119-1,Disable WIFI Network Notification in GNOME3
CCE-80118-3,Disable WIFI Network Connection Creation in GNOME3
CCE-80122-5,Disable GNOME3 Automounting
CCE-80123-3,Disable All GNOME3 Thumbnailers
CCE-80116-7,Disable Power Settings in GNOME3
CCE-80115-9,Disable User Administration in GNOME3
CCE-80124-1,Disable Ctrl-Alt-Del Reboot Key Sequence in GNOME3
CCE-80117-5,Disable Geolocation in GNOME3
CCE-80563-0,Ensure Users Cannot Change GNOME3 Screensaver Lock After Idle Period
CCE-80564-8,Ensure Users Cannot Change GNOME3 Screensaver Idle Activation
CCE-80114-2,Disable Full User Name on Splash Shield
CCE-80371-8,Ensure Users Cannot Change GNOME3 Screensaver Settings
CCE-80111-8,Enable GNOME3 Screensaver Idle Activation
CCE-80113-4,Implement Blank Screensaver
CCE-80110-0,Set GNOME3 Screensaver Inactivity Timeout
CCE-80370-0,Set GNOME3 Screensaver Lock Delay After Activation Period
CCE-80544-0,Ensure Users Cannot Change GNOME3 Session Idle Settings
CCE-80112-6,Enable GNOME3 Screensaver Lock After Idle Period
CCE-82351-8,IOMMU configuration directive
CCE-80517-6,Boot Loader Is Not Installed On Removeable Media
CCE-82023-3,Verify /boot/grub2/grub.cfg Group Ownership
CCE-82039-9,Verify /boot/grub2/grub.cfg Permissions
CCE-83541-3,Set the UEFI Boot Loader Admin Username to a Non-Default Value
CCE-82026-6,Verify /boot/grub2/grub.cfg User Ownership
CCE-80354-4,Set the UEFI Boot Loader Password
CCE-83562-9,Set the Boot Loader Admin Username to a Non-Default Value
CCE-80518-4,UEFI Boot Loader Is Not Installed On Removeable Media
CCE-27309-4,Set Boot Loader Password in grub2
CCE-82977-0,Install policycoreutils Package
CCE-82876-4,Install libselinux Package
CCE-80444-3,Uninstall setroubleshoot Package
CCE-80445-0,Uninstall mcstrans Package
CCE-80543-2,Map System Users To The Appropriate SELinux Role
CCE-27279-9,Configure SELinux Policy
CCE-27288-0,Ensure No Daemons are Unconfined by SELinux
CCE-27334-2,Ensure SELinux State is Enforcing
CCE-26961-3,Ensure SELinux Not Disabled in /etc/default/grub
CCE-27326-8,Ensure No Device Files are Unlabeled by SELinux
CCE-80423-7,Disable the antivirus_use_jit SELinux Boolean
CCE-82337-7,Disable the xguest_connect_network SELinux Boolean
CCE-82298-1,Enable the logadm_exec_content SELinux Boolean
CCE-82314-6,disable the selinuxuser_execstack SELinux Boolean
CCE-82306-2,Enable the secadm_exec_content SELinux Boolean
CCE-82325-2,Disable the ssh_chroot_rw_homedirs SELinux Boolean
CCE-82308-8,Disable the secure_mode_insmod SELinux Boolean
CCE-80424-5,Enable the auditadm_exec_content SELinux Boolean
CCE-82322-9,Disable the selinuxuser_tcp_server SELinux Boolean
CCE-80422-9,Enable the antivirus_can_scan_system SELinux Boolean
CCE-82286-6,Enable the cron_userdomain_transition SELinux Boolean
CCE-82301-3,Enable the login_console_enabled SELinux Boolean
CCE-82299-9,Disable the logging_syslogd_can_sendmail SELinux Boolean
CCE-80420-3,Disable the abrt_handle_event SELinux Boolean
CCE-82294-0,Disable the gpg_web_anon_write SELinux Boolean
CCE-82333-6,Disable the xdm_bind_vnc_tcp_port SELinux Boolean
CCE-82288-2,Disable the daemons_use_tcp_wrapper SELinux Boolean
CCE-82328-6,Enable the staff_exec_content SELinux Boolean
CCE-82284-1,Disable the cron_can_relabel SELinux Boolean
CCE-82310-4,Disable the secure_mode_policyload SELinux Boolean
CCE-82285-8,Disable the cron_system_cronjob_use_shares SELinux Boolean
CCE-82326-0,Disable the ssh_keysign SELinux Boolean
CCE-82338-5,Disable the xguest_exec_content SELinux Boolean
CCE-82320-3,Disable the selinuxuser_rw_noexattrfile SELinux Boolean
CCE-82332-8,Enable the user_exec_content SELinux Boolean
CCE-82311-2,Configure the selinuxuser_direct_dri_enabled SELinux Boolean
CCE-80421-1,Disable the abrt_upload_watch_anon_write SELinux Boolean
CCE-82287-4,Disable the daemons_dump_core SELinux Boolean
CCE-82335-1,Disable the xdm_sysadm_login SELinux Boolean
CCE-82305-4,Disable the polyinstantiation_enabled SELinux Boolean
CCE-80428-6,Disable the awstats_purge_apache_log_files SELinux Boolean
CCE-82327-8,Disable the ssh_sysadm_login SELinux Boolean
CCE-82331-0,Disable the use_ecryptfs_home_dirs SELinux Boolean
CCE-82339-3,Disable the xguest_mount_media SELinux Boolean
